"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Northumberland,130773,Northumberland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,24,6,1,1,1,1,2,3,6,1,2
Northumberland,130773,Northumberland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,130773,Northumberland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,13,0,0,0,0,1,3,0,2,1,6
Northumberland,130773,Northumberland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,10,0,0,2,2,0,3,1,2,0,0
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,20,0,0,0,3,1,5,3,4,2,2
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,28,1,0,3,3,6,6,4,1,4,0
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,9,0,2,0,0,0,1,1,0,0,5
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,39,14,3,7,7,1,1,2,0,0,4
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,14,0,0,0,2,1,1,4,1,4,1
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,13,0,0,0,2,1,5,2,1,2,0
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,8,0,0,0,1,3,2,1,1,0,0
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,10,1,0,3,3,1,1,1,0,0,0
Nottingham,130776,New College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,7,2,1,1,1,1,1,0,0,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,22,0,1,1,3,5,2,3,2,2,3
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,9,5,1,0,0,2,1,0,0,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,68,4,1,2,7,16,10,7,6,8,7
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,10,3,0,0,0,1,2,1,1,1,1
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,11,1,0,1,5,1,1,1,1,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,11,1,1,1,2,3,2,0,1,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,42,7,2,3,11,7,1,2,2,3,4
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,10,0,1,4,0,0,2,3,0,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,16,0,0,3,3,8,2,0,0,0,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),13,0,0,0,1,1,3,4,0,1,3
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),10,0,0,0,2,0,3,1,1,1,2
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,27,1,2,0,0,0,5,1,3,4,11
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,15,0,1,0,2,4,3,3,1,1,0
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,16,6,0,1,2,0,3,2,1,0,1
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,14,0,1,0,0,2,2,2,2,3,2
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,24,10,1,1,3,3,3,0,0,1,2
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,0,0,0,0,0,0,0,0,2,5
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,26,2,1,2,0,0,1,1,6,1,12
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,12,0,0,0,0,1,2,2,0,1,6
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,17,3,3,7,3,0,1,0,0,0,0
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,0,1,1,2,1,1,1
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),6,0,0,0,0,0,0,0,0,2,4
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,6,0,2,0,0,0,1,0,0,0,3
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,10,0,3,1,1,2,1,0,1,1,0
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,1,1,0,0,2,1,0,3,2,1
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,21,1,0,1,1,4,3,1,3,1,6
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,14,1,0,2,0,2,2,0,0,3,4
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,17,2,1,3,2,3,4,1,0,0,1
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,23,2,1,0,1,6,4,2,1,2,4
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,35,1,1,1,1,4,8,4,4,2,9
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,1,0,0,1,2,3,0
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,15,1,2,0,1,2,3,1,1,3,1
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,32,0,0,0,0,1,1,3,7,7,13
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,76,8,6,6,10,1,4,6,6,12,17
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,15,0,0,1,1,2,1,2,3,3,2
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,13,2,2,2,3,4,0,0,0,0,0
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Art & Design,11,0,0,2,2,1,3,1,1,0,1
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Business Studies,41,12,7,5,8,3,4,1,1,0,0
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,36,10,1,3,2,7,3,3,1,2,4
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,14,5,0,1,4,1,1,2,0,0,0
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,17,2,1,1,1,0,3,1,3,2,3
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Multimedia,24,0,1,1,1,4,3,2,4,5,3
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Public Services,26,3,1,4,0,2,3,5,2,0,6
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,10,0,4,0,4,1,0,1,0,0,0
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,43,3,2,1,7,8,3,0,6,6,7
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Tourism,8,4,1,2,0,0,0,1,0,0,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,18,8,2,1,1,1,4,0,0,1,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,10,1,0,0,0,0,3,0,0,2,4
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,30,3,3,1,1,1,4,5,4,6,2
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,25,6,1,1,2,1,3,3,1,3,4
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,20,3,1,1,3,4,1,3,3,0,1
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,6,0,1,0,1,0,2,1,1,0,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,11,1,3,2,2,1,0,0,1,1,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,7,3,1,1,0,0,1,0,1,0,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,26,2,0,5,0,3,6,3,0,5,2
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),9,0,0,0,0,1,0,2,3,1,2
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,19,1,0,2,3,2,0,0,3,3,5
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,18,0,0,4,3,3,2,1,2,3,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,22,2,0,2,0,6,8,3,1,0,0
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,6,1,1,0,0,1,2,0,0,1,0
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Aerospace Engineering,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,11,1,0,3,1,0,1,0,1,1,3
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,12,8,0,0,0,1,0,1,1,0,1
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,58,10,2,5,5,5,5,8,3,11,4
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,31,4,7,7,6,2,1,2,0,2,0
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,0,0,3,0,1,2,1
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,9,4,4,1,0,0,0,0,0,0,0
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,24,6,1,0,4,2,1,2,5,2,1
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,8,0,0,0,0,0,0,1,3,3,1
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Agriculture (General),23,1,6,2,1,0,0,5,6,0,2
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,36,26,2,4,2,0,1,0,0,1,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,9,3,1,1,0,1,1,0,1,1,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,10,0,1,1,1,3,0,3,1,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,7,1,0,0,0,0,0,1,2,2,1
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,6,0,1,0,0,0,0,4,1,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,8,3,2,0,1,0,1,0,1,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,8,0,1,0,0,0,2,4,1,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,6,0,0,0,1,1,1,3,0,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,31,5,2,3,3,4,5,5,4,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,6,1,1,1,0,0,2,1,0,0,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,9,0,2,3,0,3,1,0,0,0,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,12,3,1,0,1,1,1,4,0,0,1
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,10,0,1,2,1,2,1,0,2,1,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,16,8,2,1,2,1,1,0,0,1,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,17,1,2,0,1,1,2,2,5,0,3
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,5,1,1,0,0,0,3,0,1,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,9,0,0,1,1,0,0,0,0,4,3
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,17,3,1,1,0,0,2,5,2,2,1
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,4,1,0,0,0,1,0,0,1,0
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,12,0,2,2,1,2,3,1,0,0,1
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Agriculture (General),21,5,1,0,2,0,1,0,0,4,8
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,50,9,3,1,4,4,5,2,5,5,12
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,12,5,1,0,2,0,1,1,0,0,2
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,33,6,2,3,0,6,2,2,3,3,6
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,21,7,2,2,0,2,0,2,4,0,2
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,28,4,2,1,1,0,5,2,2,2,9
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),6,0,1,1,1,3,0,0,0,0,0
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Dance: General,6,1,1,2,0,1,1,0,0,0,0
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Fish Farming,7,0,0,0,1,1,2,1,1,1,0
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,42,1,1,2,5,8,2,1,2,2,18
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,8,2,2,0,0,0,1,1,1,0,1
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,45,16,5,1,4,3,6,1,0,3,6
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,18,3,2,1,3,3,1,0,1,1,3
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),13,2,2,0,3,1,1,3,0,1,0
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),14,0,1,0,3,1,1,2,1,3,2
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,32,1,3,4,6,2,3,2,4,4,3
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,28,8,2,4,5,3,1,1,1,1,2
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,35,9,1,5,4,4,2,2,2,3,3
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,8,2,0,0,0,0,1,0,0,0,5
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,24,1,3,2,3,0,3,3,2,0,7
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,10,0,1,1,0,0,0,1,3,3,1
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,10,0,0,0,0,0,1,0,2,0,7
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,13,1,0,0,0,1,2,2,0,1,6
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,9,1,0,1,2,1,2,0,0,1,1
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,8,0,0,0,0,4,1,1,0,1,1
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,18,5,3,0,1,1,2,1,1,1,3
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,12,0,3,1,1,0,2,1,1,0,3
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,6,1,0,1,0,1,1,1,0,0,1
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,16,0,0,0,1,0,1,2,0,1,11
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,19,1,3,1,1,2,5,5,1,0,0
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,17,1,0,0,1,1,2,3,1,2,6
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,8,0,0,0,0,0,2,1,1,1,3
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,6,0,0,0,0,1,0,0,2,2,1
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,9,1,0,0,0,3,1,3,1,0,0
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,12,0,2,2,2,1,1,0,1,1,2
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,11,0,0,2,0,3,4,1,1,0,0
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,25,14,2,2,0,3,2,1,1,0,0
