"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,
,,,,,,,Grade achieved,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Distinction *,Distinction,Merit,Pass,No results
Sandwell,130479,Sandwell College,General Further Education College,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,7,0,0,0,7,0
Sandwell,130479,Sandwell College,General Further Education College,OCR Level 3 Diploma in ICT Professional Competence (PROCOM) (QCF),Systems / Network Management,1,Supp,Supp,Supp,Supp,Supp
Sandwell,130479,Sandwell College,General Further Education College,Pearson EDI Level 3 Certificate in ICT Systems and Principles (QCF),Systems / Network Management,1,Supp,Supp,Supp,Supp,Supp
Sandwell,130479,Sandwell College,General Further Education College,City & Guilds Level 3 Diploma in Accident Repair Body Principles (QCF),Vehicle Body Maintenance / Repair,10,0,0,0,10,0
Sandwell,130479,Sandwell College,General Further Education College,City & Guilds Level 3 Diploma in Accident Repair Paint Principles (QCF),Vehicle Body Maintenance / Repair,9,0,0,0,9,0
Sandwell,130479,Sandwell College,General Further Education College,City & Guilds Level 3 Diploma in Accident Repair MET Competence (QCF),Vehicle Maintenance / Repair,3,Supp,Supp,Supp,Supp,Supp
Sandwell,130479,Sandwell College,General Further Education College,City & Guilds Level 3 Diploma in Accident Repair MET Principles (QCF),Vehicle Maintenance / Repair,3,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,OCR Level 3 Certificate in Principles of Business and Administration (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,ITEC Level 3 Diploma in Advanced Beauty Therapy (QCF),Beauty Therapy,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,Pearson Edexcel Level 3 NVQ Diploma in Beauty Therapy - General (QCF),Beauty Therapy,22,0,0,0,22,0
Solihull,130481,Solihull College,General Further Education College,Pearson Edexcel Level 3 Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,17,0,0,0,17,0
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Diploma In Site Carpentry (QCF),Construction Carpentry / Shopfitting / Erection,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Diploma In Electrical Installations (Buildings and Structures) (QCF),Electrical installation (Buildings / Construction),10,0,0,0,10,0
Solihull,130481,Solihull College,General Further Education College,ABC Level 3 Award in Broadcasting (QCF),Film / Video / Television Production,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,VTCT Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,10,0,0,0,10,0
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Diploma in Health & Social Care (Adults) for England (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,NCFE Level 3 Certificate in Preparing to Work in Adult Social Care (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Award In Hospitality Supervision and Leadership Principles (QCF),Hospitality Management,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Hospitality Supervision and Leadership (QCF),Hospitality Management,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,VTCT Level 3 NVQ Diploma in Beauty Therapy Massage (QCF),Massage Techniques (Personal Health),3,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,NOCN Level 3 Award in General Religious Education (QCF),Religious Education,3,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,VTCT Level 3 Certificate in Sports Massage Therapy  (QCF),Sports Massage,10,0,0,0,10,0
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Diploma in Travel and Tourism (QCF),Tourism,10,0,0,0,10,0
Solihull,130481,Solihull College,General Further Education College,City & Guilds Level 3 Extended Diploma in Travel and Tourism (QCF),Tourism,12,0,0,0,12,0
Solihull,130481,Solihull College,General Further Education College,OCR Level 3 Award in Text Processing (Business Professional) (QCF),Word Processing,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,OCR Level 3 Certificate in Text Processing (Business Professional) (QCF),Word Processing,1,Supp,Supp,Supp,Supp,Supp
Solihull,130481,Solihull College,General Further Education College,OCR Level 3 Diploma in Text Processing (Business Professional) (QCF),Word Processing,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,OCR Level 3 Award in Administration (Business Professional) (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,OCR Level 3 Certificate in Administration (Business Professional) (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,OCR Level 3 Diploma in Administration (Business Professional) (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,UAL Level 3 Diploma in Art & Design (QCF),Art & Design,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma in Beauty Therapy Techniques (QCF),Beauty Therapy,19,0,0,0,19,0
Walsall,130483,Walsall College,General Further Education College,Cskills Awards Level 3 Diploma in Bricklaying (Construction) (QCF),Brickwork/Masonry,13,0,0,0,13,0
Walsall,130483,Walsall College,General Further Education College,NCFE Level 3 Certificate in the Principles of End of Life Care (QCF),Care of Dying,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,CACHE Level 3 Diploma for The Children and Young People's Workforce (QCF),Childcare Skills,81,0,0,0,81,0
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,2,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Certificate in ICT Systems and Principles (QCF),Computer Architecture / Systems,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,Cskills Awards Level 3 Diploma in Site Carpentry (Construction) (QCF),Construction Carpentry / Shopfitting / Erection,8,0,0,0,8,0
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma In Electrical Installations (Buildings and Structures) (QCF),Electrical installation (Buildings / Construction),20,0,0,0,20,0
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma In Advanced Professional Cookery (Kitchen and Larder) (QCF),Food Preparation (General),6,0,0,0,6,0
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma In Food and Beverage Service Supervision (QCF),Food Service,4,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma in Women's Hairdressing (QCF),Hairdressing Services,26,0,0,0,26,0
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Certificate In Preparing to work in adult social care (QCF),Health Studies,2,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma in Health & Social Care (Adults) for England (QCF),Health Studies,2,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Award in Indian Head Massage (QCF),Massage Techniques (Personal Health),1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Beauty Therapy - Massage (QCF),Massage Techniques (Personal Health),1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,Cskills Awards Level 3 Diploma in Painting and Decorating (Construction) (QCF),Painting & Decorating,8,0,0,0,8,0
Walsall,130483,Walsall College,General Further Education College,NOCN Level 3 Award in General Religious Education (QCF),Religious Education,2,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,CMI Level 3 Award in First Line Management (QCF),Supervisory Skills,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma in ICT Professional Competence (QCF),Systems / Network Management,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma In Travel and Tourism (QCF),Tourism,1,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,City & Guilds Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,19,0,0,0,19,0
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Professional Cookery (Preparation and Cooking) (QCF),Food Preparation (General),1,Supp,Supp,Supp,Supp,Supp
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,Pearson EDI Level 3 Certificate in Preparing to Work in Adult Social Care (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,Pearson EDI Level 3 Diploma in Health and Social Care (Adults) for England (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,City & Guilds Level 3 Diploma For Legal Secretaries (QCF),Legal Secretarial Work,1,Supp,Supp,Supp,Supp,Supp
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,OCNWMR Level 3 Award in Progression (QCF),Self Development,20,0,0,0,20,0
Wolverhampton,130484,City of Wolverhampton College,General Further Education College,IMIAL Level 3 Diploma in Vehicle Accident Repair Paint Principles (QCF),Vehicle Body Maintenance / Repair,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,VTCT Level 3 NVQ Diploma in Beauty Therapy General (QCF),Beauty Therapy,5,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,CACHE Level 3 Diploma for The Children and Young People's Workforce (QCF),Childcare Skills,17,0,0,0,17,0
Knowsley,130486,Knowsley Community College,Tertiary College,City & Guilds Level 3 Certificate In Hospitality and Catering Principles (Professional Cookery) (QCF),Food Preparation (General),1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,City & Guilds Level 3 Diploma in Advanced Professional Cookery (QCF),Food Preparation (General),1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,City & Guilds Level 3 NVQ Diploma in Professional Cookery  (QCF),Food Preparation (General),8,0,0,0,8,0
Knowsley,130486,Knowsley Community College,Tertiary College,VTCT Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,6,0,0,0,6,0
Knowsley,130486,Knowsley Community College,Tertiary College,CACHE Level 3 Certificate in Preparing to Work in Adult Social Care (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,CACHE Level 3 Diploma in Health and Social Care (Adults) for England (QCF),Health Studies,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,VTCT Level 3 NVQ Diploma in Nail Services (QCF),Manicure,7,0,0,0,7,0
Knowsley,130486,Knowsley Community College,Tertiary College,VTCT Level 3 NVQ Diploma in Barbering (QCF),Men's Hairdressing,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,NOCN Level 3 Award in General Religious Education (QCF),Religious Education,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,VTCT Level 3 Diploma in Preventing Injuries in Sport and Active Leisure (QCF),Sports Physiotherapy,2,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,Pearson Edexcel Level 3 NVQ Diploma in Achieving Excellence in Sports Performance (QCF),Sports Studies,1,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,EAL Level 3 Diploma in Engineering Technology (QCF),Technology,2,Supp,Supp,Supp,Supp,Supp
Knowsley,130486,Knowsley Community College,Tertiary College,City & Guilds Level 3 Diploma In Travel and Tourism (QCF),Tourism,10,0,0,0,10,0
Knowsley,130486,Knowsley Community College,Tertiary College,ABC Level 3 Award in Visual Art (QCF),Visual Arts,1,Supp,Supp,Supp,Supp,Supp
Liverpool,130487,The City of Liverpool College,General Further Education College,AAT Level 3 Diploma in Accounting (QCF),Accounting,9,0,0,0,9,0
Liverpool,130487,The City of Liverpool College,General Further Education College,Pearson Edexcel Level 3 Diploma in Accounting (QCF),Accounting,1,Supp,Supp,Supp,Supp,Supp
Liverpool,130487,The City of Liverpool College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Business and Administration (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Liverpool,130487,The City of Liverpool College,General Further Education College,NCFE Level 3 Diploma for Entry to the Uniformed Services (QCF),Armed Forces,1,Supp,Supp,Supp,Supp,Supp
Liverpool,130487,The City of Liverpool College,General Further Education College,UAL Level 3 Diploma in Art and Design - Foundation Studies (QCF),Art & Design,84,0,6,21,57,0
Liverpool,130487,The City of Liverpool College,General Further Education College,Pearson EDI Level 3 Certificate In Principles of the Creative and Cultural Sector (QCF),Arts & Culture Administration,1,Supp,Supp,Supp,Supp,Supp
