"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,86,22,9,2,3,6,4,40
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,58,4,0,4,8,4,7,31
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,78,39,2,2,6,9,9,11
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Hospitality / Catering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,128,5,10,10,12,25,28,38
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),41,3,3,6,8,8,5,8
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),22,0,3,1,5,6,3,4
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,58,2,4,0,5,5,3,39
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,43,7,2,3,11,11,7,2
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,40,28,3,3,3,1,2,0
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,49,6,3,4,10,7,8,11
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,17,0,0,0,0,0,3,14
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,39,8,1,3,4,6,6,11
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,28,5,1,1,2,3,6,10
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,54,0,0,2,3,21,10,18
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),6,0,0,1,1,1,2,1
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,41,0,1,3,10,8,9,10
Essex,130674,Colchester Institute,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,27,5,4,1,7,2,7,1
Essex,130676,Harlow College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130676,Harlow College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130676,Harlow College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,39,2,3,2,8,12,9,3
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,36,5,7,3,4,4,5,8
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,27,6,2,3,3,3,7,3
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,16,8,2,1,1,1,2,1
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),22,0,0,0,5,5,7,5
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,21,1,0,3,6,5,4,2
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,8,6,0,0,1,0,1,0
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,12,3,1,3,4,0,1,0
Essex,130677,Epping Forest College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,0,2,0,0,0,2,2
Essex,130679,Chelmsford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130679,Chelmsford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130679,Chelmsford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130681,SEEVIC College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,130681,SEEVIC College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Business Studies,76,8,5,4,15,13,12,19
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Multimedia,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),16,3,1,2,1,2,5,2
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,40,8,0,4,4,5,11,8
Thurrock,130682,Palmer's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,12,0,0,0,2,0,4,6
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,68,3,1,6,4,12,20,22
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,17,1,3,1,3,1,4,4
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,84,12,5,8,5,17,7,30
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,47,7,3,4,9,6,11,7
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,53,0,0,2,4,3,8,36
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),8,0,2,1,3,1,0,1
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),25,0,2,2,5,3,10,3
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,20,1,2,3,3,4,0,7
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,16,0,4,0,7,2,3,0
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,25,6,2,0,5,1,2,9
Gloucestershire,130683,Gloucestershire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,13,1,1,0,4,3,0,4
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,8,1,0,1,0,3,2,1
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,23,1,1,4,3,3,6,5
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,14,8,2,0,0,2,2,0
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,6,1,0,0,1,4,0,0
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,24,4,1,1,4,3,3,8
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,20,3,6,1,4,3,2,1
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,23,5,2,3,1,2,6,4
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,42,13,1,1,0,11,4,12
Gloucestershire,130687,Hartpury College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Animal Husbandry: Specific Animals,8,0,0,0,1,0,0,7
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,29,8,7,3,2,1,3,5
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,23,2,1,2,6,3,4,5
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Building / Construction Operations (General / Combined),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,38,14,3,1,3,8,5,4
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,20,2,0,2,5,5,2,4
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,19,1,1,0,1,3,4,9
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,39,5,3,2,5,6,7,11
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,51,0,1,3,2,4,13,28
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),10,0,0,0,0,2,1,7
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,31,2,3,3,2,1,6,14
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,18,4,1,2,2,1,3,5
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,10,0,0,1,0,1,1,7
Hampshire,130688,Basingstoke College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,28,3,4,7,3,5,1,5
Hampshire,130689,Farnborough College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,7,0,0,0,0,4,1,2
Hampshire,130689,Farnborough College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,16,5,0,1,4,3,0,3
Hampshire,130689,Farnborough College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130689,Farnborough College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130689,Farnborough College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,13,7,2,1,2,0,1,0
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,27,1,2,3,4,6,3,8
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,30,1,0,1,4,5,4,15
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,43,12,3,7,9,4,7,1
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,23,0,0,0,1,5,6,11
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,26,0,1,2,4,1,9,9
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,27,13,4,3,0,3,2,2
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,33,5,1,2,7,10,3,5
Hampshire,130690,Brockenhurst College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,9,1,0,1,2,1,0,4
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,39,8,3,4,6,3,4,11
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,21,5,0,1,3,5,1,6
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,22,11,2,1,3,1,1,3
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,12,2,0,1,1,0,1,7
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,19,2,0,1,1,2,5,8
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130691,Alton College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,29,9,1,4,4,6,1,4
Hampshire,130692,Eastleigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,14,0,1,0,1,0,2,10
Hampshire,130692,Eastleigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,11,0,1,2,0,0,1,7
Hampshire,130692,Eastleigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,9,2,2,0,0,3,0,2
Hampshire,130692,Eastleigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,16,3,0,0,1,1,1,10
Hampshire,130693,Fareham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,9,1,2,2,1,2,0,1
Hampshire,130693,Fareham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
