"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,17,5,2,3,1,2,2,2
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,14,0,0,2,3,1,4,4
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,6,0,0,0,0,3,1,2
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,21,3,0,0,4,3,5,6
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,9,5,0,1,3,0,0,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,11,0,1,3,3,1,1,2
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,12,2,1,2,1,1,1,4
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,16,11,3,0,0,2,0,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,18,1,2,0,0,2,3,10
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),10,0,0,1,0,3,0,6
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,4,0,3,2,1,0,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,11,4,1,2,0,2,1,1
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,9,5,0,0,0,0,1,3
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,7,0,0,4,0,0,1,2
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130803,Bridgwater College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,64,3,5,6,11,10,6,23
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,13,0,1,0,0,1,2,9
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,28,1,1,4,6,1,3,12
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,13,1,0,2,1,2,2,5
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,16,6,0,0,1,2,2,5
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,22,3,1,1,3,2,5,7
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,19,0,1,0,1,2,3,12
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,17,3,2,3,2,4,1,2
Somerset,130804,Somerset College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,26,1,2,1,4,3,4,11
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,17,0,0,2,4,4,2,5
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,9,1,0,1,2,2,2,1
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,13,0,0,1,4,1,4,3
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,26,16,0,1,2,1,5,1
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130808,Richard Huish College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130808,Richard Huish College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,22,0,2,1,4,1,4,10
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,29,17,4,1,1,2,0,4
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,97,9,5,6,16,12,18,31
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,47,17,3,6,8,5,4,4
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,32,3,0,1,2,3,7,16
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,77,30,12,5,9,9,3,9
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,24,0,0,0,3,5,9,7
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),13,2,0,1,1,1,5,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),27,2,2,2,6,4,1,10
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,28,2,0,2,3,5,3,13
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,19,3,3,0,4,2,5,2
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,7,0,1,2,3,1,0,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,55,7,7,3,5,15,8,10
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,21,2,1,10,3,3,1,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,7,0,0,2,2,0,2,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,7,0,0,0,1,0,3,3
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,11,2,0,0,1,3,1,4
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,0,2,0,1,1,1,3
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,10,0,1,2,1,3,0,3
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,63,12,9,8,7,3,8,16
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,18,0,0,0,1,2,5,10
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,10,0,0,0,2,2,2,4
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,23,5,2,0,4,2,3,7
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,47,8,5,8,11,4,7,4
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,39,6,4,2,3,4,5,15
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,34,10,3,1,6,4,4,6
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,25,4,4,4,2,7,2,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),6,0,0,1,0,2,2,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),8,2,0,1,1,0,1,3
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,34,4,0,1,2,5,3,19
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,40,7,2,3,1,5,7,15
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,18,1,1,1,1,3,0,11
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,36,6,2,1,8,3,7,9
Suffolk,130819,Lowestoft College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130820,Suffolk New College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130820,Suffolk New College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,6,1,1,0,0,0,1,3
Suffolk,130820,Suffolk New College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,6,0,1,1,1,2,0,1
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,7,0,0,0,1,1,1,4
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,11,3,0,0,2,0,0,6
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Airport Management / Ground Services,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,21,0,0,1,2,10,4,4
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,23,3,3,2,1,6,1,7
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,26,5,2,2,3,4,2,8
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,9,0,0,1,1,5,2,0
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,28,4,0,1,2,5,2,14
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,18,2,0,1,2,2,1,10
Surrey,130824,East Surrey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,0,0,0,0,0,1,5
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,14,2,2,2,6,1,0,1
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,34,0,1,0,4,5,12,12
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,14,3,1,0,3,0,1,6
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,9,1,1,1,0,0,3,3
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,35,0,0,3,1,5,6,20
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),26,2,2,0,3,9,3,7
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,0,1,0,0,4,5,0
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130825,Brooklands College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130828,Godalming College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130829,Reigate College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130831,Woking College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130831,Woking College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130833,Strode's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,36,11,0,4,2,2,5,12
Surrey,130833,Strode's College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Tourism,9,2,0,1,1,3,0,2
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,18,1,1,3,3,2,3,5
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,100,6,7,6,10,26,20,25
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,56,6,1,3,9,8,6,23
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,65,9,2,5,8,8,12,21
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,28,0,0,1,7,3,1,16
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,25,0,0,0,5,7,5,8
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),12,1,1,1,1,2,4,2
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),8,1,0,0,1,2,2,2
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,16,1,0,2,2,1,3,7
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,7,0,0,1,4,2,0,0
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,18,11,1,2,0,1,1,2
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,71,16,9,7,8,13,10,8
Warwickshire,130835,Warwickshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,0,0,1,0,2,0,3
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,71,4,3,9,13,20,12,10
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,28,5,1,1,3,0,6,12
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,45,14,5,2,5,2,8,9
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,12,2,0,2,2,0,3,3
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,22,5,1,1,0,1,2,12
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,45,2,1,1,7,9,12,13
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,16,2,2,1,5,2,2,2
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130837,Stratford-upon-Avon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130837,Stratford-upon-Avon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,11,2,3,1,1,0,2,2
Warwickshire,130837,Stratford-upon-Avon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,1,1,1,2,3,0,0
Warwickshire,130840,King Edward VI College Nuneaton,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Business Studies,11,0,1,3,3,3,1,0
Warwickshire,130840,King Edward VI College Nuneaton,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130840,King Edward VI College Nuneaton,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,8,1,3,1,0,2,0,1
West Sussex,130842,"Northbrook College, Sussex",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
