"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,6,1,1,0
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,3,Supp,Supp,Supp,Supp
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124402,Great Wyrley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Staffordshire,124402,Great Wyrley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Staffordshire,124402,Great Wyrley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,10,7,1,1,1
Staffordshire,124403,Clough Hall Technology School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,1,7,0,0
Staffordshire,124403,Clough Hall Technology School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124403,Clough Hall Technology School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124406,Leek High Specialist Technology School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Staffordshire,124406,Leek High Specialist Technology School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124408,King Edward VI School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124408,King Edward VI School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp
Staffordshire,124408,King Edward VI School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp
Staffordshire,124409,Nether Stowe School A Specialist Mathematics & Computing College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,9,1,3,5,0
Staffordshire,124409,Nether Stowe School A Specialist Mathematics & Computing College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,16,8,4,3,1
Staffordshire,124409,Nether Stowe School A Specialist Mathematics & Computing College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124409,Nether Stowe School A Specialist Mathematics & Computing College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124409,Nether Stowe School A Specialist Mathematics & Computing College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124415,Wolgarston High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,8,4,0,4,0
Staffordshire,124415,Wolgarston High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124415,Wolgarston High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124419,Ounsdale High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Staffordshire,124419,Ounsdale High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124419,Ounsdale High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp
Staffordshire,124419,Ounsdale High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp
Staffordshire,124419,Ounsdale High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124422,The Friary School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,6,2,0,0
Staffordshire,124422,The Friary School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124425,Cheslyn Hay Sport and Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Staffordshire,124425,Cheslyn Hay Sport and Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Staffordshire,124430,Thomas Alleyne's High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,7,4,1,1,1
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,5,Supp,Supp,Supp,Supp
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,20,12,2,3,3
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,11,5,0,3,3
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,18,13,3,2,0
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Staffordshire,124443,Chase Terrace Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,9,5,2,2,0
Staffordshire,124449,Abbot Beyne School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Staffordshire,124449,Abbot Beyne School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124455,Blessed William Howard Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,2,Supp,Supp,Supp,Supp
Staffordshire,124455,Blessed William Howard Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,4,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp
Staffordshire,124459,Blessed Robert Sutton Catholic Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124461,St John Fisher Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Staffordshire,124467,Stafford Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,1,Supp,Supp,Supp,Supp
Staffordshire,124467,Stafford Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124467,Stafford Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,2,Supp,Supp,Supp,Supp
Staffordshire,124467,Stafford Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124468,Cardinal Griffin Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Suffolk,124797,Thomas Gainsborough School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,3,0,4,1
Suffolk,124797,Thomas Gainsborough School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,13,2,4,4,3
Suffolk,124797,Thomas Gainsborough School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,10,0,5,2,3
Suffolk,124797,Thomas Gainsborough School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,6,0,1,0
Suffolk,124804,Newmarket College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Suffolk,124804,Newmarket College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Suffolk,124804,Newmarket College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Suffolk,124804,Newmarket College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,8,5,0,2,1
Suffolk,124853,Stowupland High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,2,Supp,Supp,Supp,Supp
Suffolk,124883,St Joseph's College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Surrey,125253,Oxted School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,5,Supp,Supp,Supp,Supp
Surrey,125276,St Peter's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,17,13,2,2,0
Surrey,125278,St Bede's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,4,Supp,Supp,Supp,Supp
Surrey,125278,St Bede's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Surrey,125278,St Bede's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,1,Supp,Supp,Supp,Supp
Surrey,125279,Royal Alexandra and Albert School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,12,9,1,1,1
Surrey,125279,Royal Alexandra and Albert School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Management,1,Supp,Supp,Supp,Supp
Surrey,125279,Royal Alexandra and Albert School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,2,Supp,Supp,Supp,Supp
Surrey,125281,The Priory CofE Voluntary Aided School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,19,7,2,7,3
Surrey,125281,The Priory CofE Voluntary Aided School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Surrey,125281,The Priory CofE Voluntary Aided School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Surrey,125281,The Priory CofE Voluntary Aided School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp
Surrey,125281,The Priory CofE Voluntary Aided School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,9,5,1,2,1
Surrey,125302,"St John the Baptist Catholic Comprehensive School, Woking",Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,9,2,4,2,1
Surrey,125302,"St John the Baptist Catholic Comprehensive School, Woking",Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,5,Supp,Supp,Supp,Supp
Surrey,125311,St Paul's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,24,5,10,8,1
Surrey,125311,St Paul's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Surrey,125311,St Paul's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,18,13,4,1,0
Surrey,125312,"Salesian School, Chertsey",Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,3,Supp,Supp,Supp,Supp
Surrey,125323,Cranleigh School,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,1,Supp,Supp,Supp,Supp
Warwickshire,125734,Kineton High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,4,Supp,Supp,Supp,Supp
Warwickshire,125734,Kineton High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,6,2,0,2,2
Warwickshire,125734,Kineton High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Warwickshire,125734,Kineton High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,0,4,3,1
Warwickshire,125738,Southam College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Warwickshire,125738,Southam College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Warwickshire,125747,Kenilworth School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Warwickshire,125748,North Leamington School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Warwickshire,125748,North Leamington School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Warwickshire,125748,North Leamington School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Warwickshire,125756,Trinity Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,6,3,2,0,1
West Sussex,126068,"Weald School, the",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),9,7,1,1,0
West Sussex,126068,"Weald School, the",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,5,Supp,Supp,Supp,Supp
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,1,Supp,Supp,Supp,Supp
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,20,3,6,7,4
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,10,6,3,1,0
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,6,2,1,3
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,9,5,2,2,0
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),17,7,3,6,1
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,13,13,0,0,0
West Sussex,126071,Ifield Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,4,Supp,Supp,Supp,Supp
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,10,5,1,4,0
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,11,9,2,0,0
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,6,4,0,1,1
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,3,Supp,Supp,Supp,Supp
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
West Sussex,126081,The Angmering School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,0,0,2,4
West Sussex,126081,The Angmering School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,2,Supp,Supp,Supp,Supp
West Sussex,126081,The Angmering School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
West Sussex,126088,Imberhorne School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,2,Supp,Supp,Supp,Supp
West Sussex,126088,Imberhorne School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp
West Sussex,126088,Imberhorne School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,8,4,0,1,3
